station,ap1,rssi1,ocu1,con1,dis1,pow1,ap2,rssi2,ocu2,con2,dis2,pow2,ap3,rssi3,ocu3,con3,dis3,pow3,ap4,rssi4,ocu4,con4,dis4,pow4,associatedTo
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-70.0,46.6666666667,0.0255,25.49,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,1,-66.0,66.6666666667,0.0250,25.04,100,1,-74.0,46.6666666667,0.0349,34.89,100,0,-100.0,100.0,1.0,100,1000,3
sta19,1,-73.0,60.0,0.0367,36.65,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-72.0,35.0,0.0397,39.69,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-60.0,55.5555555556,0.0150,15.04,880,1,-74.0,60.0,0.0357,35.72,880,0,-100.0,100.0,1.0,100,1000,2
sta22,1,-74.0,60.0,0.0397,39.67,880,1,-59.0,55.5555555556,0.0144,14.4,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,0,-100.0,100.0,1.0,100,1000,1,-63.0,61.1111111111,0.0199,19.92,880,1,-72.0,53.3333333333,0.0314,31.35,880,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-76.0,60.0,0.0442,44.16,100,1,-72.0,72.2222222222,0.0392,39.2,100,1,-75.0,53.3333333333,0.0379,37.88,100,1,-76.0,35.0,0.0510,51.03,100,4
sta2,0,-100.0,100.0,1.0,100,1000,1,-64.0,61.1111111111,0.0202,20.23,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0431,43.13,880,1,-64.0,40.0,0.0168,16.78,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-61.0,61.1111111111,0.0168,16.8,960,1,-75.0,53.3333333333,0.0373,37.26,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-70.0,60.0,0.0284,28.39,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0439,43.85,100,4
sta6,1,-75.0,60.0,0.0399,39.89,100,1,-72.0,72.2222222222,0.0384,38.41,100,1,-76.0,53.3333333333,0.0419,41.85,100,1,-76.0,35.0,0.0516,51.61,100,4
sta7,1,-74.0,60.0,0.0370,37.05,960,1,-71.0,72.2222222222,0.0367,36.71,960,1,-77.0,53.3333333333,0.0440,44.02,960,1,-76.0,35.0,0.0536,53.58,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0457,45.74,880,1,-67.0,40.0,0.0204,20.43,880,1,-77.0,45.0,0.0547,54.7,880,3
sta9,1,-72.0,46.6666666667,0.0323,32.29,100,1,-67.0,72.2222222222,0.0257,25.74,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta10,1,-69.0,46.6666666667,0.0271,27.11,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-75.0,45.0,0.0467,46.68,880,1
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,66.6666666667,0.0300,29.95,880,1,-73.0,46.6666666667,0.0333,33.27,880,0,-100.0,100.0,1.0,100,1000,3
sta12,0,-100.0,100.0,1.0,100,1000,1,-69.0,66.6666666667,0.0311,31.12,960,1,-71.0,46.6666666667,0.0275,27.54,960,0,-100.0,100.0,1.0,100,1000,3
sta13,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-73.0,60.0,0.0317,31.69,880,1,-73.0,35.0,0.0405,40.5,880,4
sta14,1,-71.0,46.6666666667,0.0293,29.3,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0507,50.66,100,1
sta15,1,-69.0,46.6666666667,0.0262,26.18,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-70.0,46.6666666667,0.0256,25.6,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,1,-66.0,61.1111111111,0.0236,23.65,100,1,-74.0,53.3333333333,0.0366,36.63,100,0,-100.0,100.0,1.0,100,1000,2
sta19,1,-74.0,60.0,0.0382,38.19,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-72.0,35.0,0.0378,37.77,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-59.0,61.1111111111,0.0146,14.59,880,1,-74.0,53.3333333333,0.0356,35.62,880,0,-100.0,100.0,1.0,100,1000,2
sta22,1,-74.0,60.0,0.0398,39.76,880,1,-58.0,61.1111111111,0.0129,12.93,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,0,-100.0,100.0,1.0,100,1000,1,-65.0,61.1111111111,0.0218,21.79,880,1,-72.0,53.3333333333,0.0295,29.47,880,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-76.0,60.0,0.0445,44.46,100,1,-72.0,72.2222222222,0.0391,39.06,100,1,-75.0,53.3333333333,0.0375,37.51,100,1,-76.0,35.0,0.0512,51.22,100,4
sta2,0,-100.0,100.0,1.0,100,1000,1,-64.0,61.1111111111,0.0208,20.78,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0428,42.76,880,1,-65.0,40.0,0.0172,17.2,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-61.0,61.1111111111,0.0165,16.46,960,1,-75.0,53.3333333333,0.0379,37.89,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-70.0,60.0,0.0284,28.45,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0439,43.88,100,4
sta6,1,-74.0,60.0,0.0397,39.73,100,1,-72.0,72.2222222222,0.0376,37.61,100,1,-76.0,53.3333333333,0.0417,41.7,100,1,-76.0,35.0,0.0524,52.41,100,4
sta7,1,-73.0,60.0,0.0368,36.78,960,1,-71.0,72.2222222222,0.0365,36.53,960,1,-77.0,53.3333333333,0.0442,44.23,960,1,-76.0,35.0,0.0538,53.8,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0460,46.01,880,1,-67.0,40.0,0.0200,19.96,880,1,-77.0,45.0,0.0549,54.92,880,3
sta9,1,-71.0,46.6666666667,0.0309,30.87,100,1,-68.0,72.2222222222,0.0276,27.55,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta10,1,-69.0,46.6666666667,0.0271,27.12,880,1,-75.0,72.2222222222,0.0494,49.43,880,0,-100.0,100.0,1.0,100,1000,1,-75.0,45.0,0.0476,47.58,880,1
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0314,31.4,880,1,-73.0,40.0,0.0317,31.69,880,0,-100.0,100.0,1.0,100,1000,3
sta12,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0303,30.28,960,1,-70.0,40.0,0.0265,26.47,960,0,-100.0,100.0,1.0,100,1000,3
sta13,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-72.0,53.3333333333,0.0298,29.79,880,1,-73.0,35.0,0.0424,42.42,880,4
sta14,1,-70.0,46.6666666667,0.0282,28.16,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0526,52.58,100,1
sta15,1,-69.0,46.6666666667,0.0264,26.39,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-69.0,40.0,0.0237,23.69,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,1,-65.0,61.1111111111,0.0223,22.33,100,1,-74.0,53.3333333333,0.0359,35.87,100,0,-100.0,100.0,1.0,100,1000,2
sta19,1,-74.0,60.0,0.0371,37.1,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-72.0,35.0,0.0378,37.79,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-59.0,61.1111111111,0.0144,14.38,880,1,-74.0,53.3333333333,0.0356,35.62,880,0,-100.0,100.0,1.0,100,1000,2
sta22,1,-74.0,60.0,0.0397,39.67,880,1,-59.0,61.1111111111,0.0144,14.4,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,0,-100.0,100.0,1.0,100,1000,1,-63.0,61.1111111111,0.0199,19.92,880,1,-72.0,53.3333333333,0.0314,31.35,880,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-76.0,60.0,0.0447,44.75,100,1,-72.0,72.2222222222,0.0389,38.92,100,1,-75.0,53.3333333333,0.0372,37.15,100,1,-76.0,35.0,0.0514,51.42,100,4
sta2,0,-100.0,100.0,1.0,100,1000,1,-64.0,61.1111111111,0.0213,21.33,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0424,42.39,880,1,-65.0,40.0,0.0176,17.63,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-61.0,61.1111111111,0.0161,16.15,960,1,-75.0,53.3333333333,0.0385,38.51,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-70.0,60.0,0.0285,28.52,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0439,43.91,100,4
sta6,1,-74.0,60.0,0.0396,39.59,100,1,-71.0,72.2222222222,0.0368,36.81,100,1,-76.0,53.3333333333,0.0416,41.56,100,1,-76.0,35.0,0.0532,53.21,100,4
sta7,1,-73.0,60.0,0.0365,36.5,960,1,-71.0,72.2222222222,0.0363,36.33,960,1,-77.0,53.3333333333,0.0444,44.43,960,1,-76.0,35.0,0.0540,54.04,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0463,46.28,880,1,-66.0,40.0,0.0195,19.48,880,1,-77.0,45.0,0.0551,55.15,880,3
sta9,1,-72.0,46.6666666667,0.0322,32.23,100,1,-68.0,72.2222222222,0.0282,28.23,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta10,1,-70.0,46.6666666667,0.0273,27.27,880,1,-75.0,72.2222222222,0.0476,47.6,880,0,-100.0,100.0,1.0,100,1000,1,-75.0,45.0,0.0485,48.54,880,1
sta11,0,-100.0,100.0,1.0,100,1000,1,-70.0,72.2222222222,0.0327,32.66,880,1,-73.0,40.0,0.0328,32.84,880,0,-100.0,100.0,1.0,100,1000,3
sta12,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0311,31.12,960,1,-71.0,40.0,0.0275,27.54,960,0,-100.0,100.0,1.0,100,1000,3
sta13,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-72.0,53.3333333333,0.0296,29.57,880,1,-73.0,35.0,0.0425,42.55,880,4
sta14,1,-69.0,46.6666666667,0.0266,26.61,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0526,52.57,100,1
sta15,1,-68.0,46.6666666667,0.0245,24.49,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-68.0,40.0,0.0218,21.78,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,1,-66.0,61.1111111111,0.0238,23.8,100,1,-73.0,53.3333333333,0.0341,34.09,100,0,-100.0,100.0,1.0,100,1000,2
sta19,1,-74.0,60.0,0.0382,38.19,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-72.0,35.0,0.0378,37.77,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-57.0,61.1111111111,0.0125,12.46,880,1,-75.0,53.3333333333,0.0375,37.54,880,0,-100.0,100.0,1.0,100,1000,2
sta22,1,-74.0,60.0,0.0397,39.66,880,1,-61.0,61.1111111111,0.0160,15.97,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,0,-100.0,100.0,1.0,100,1000,1,-63.0,61.1111111111,0.0195,19.53,880,1,-72.0,53.3333333333,0.0310,31.01,880,0,-100.0,100.0,1.0,100,1000,2
sta1,0,-100.0,100.0,1.0,100,1000,1,-72.0,72.2222222222,0.0388,38.76,100,1,-74.0,53.3333333333,0.0368,36.79,100,1,-76.0,35.0,0.0516,51.64,100,4
sta2,0,-100.0,100.0,1.0,100,1000,1,-65.0,61.1111111111,0.0219,21.87,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0420,42.04,880,1,-65.0,40.0,0.0181,18.06,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-61.0,61.1111111111,0.0159,15.88,960,1,-75.0,53.3333333333,0.0391,39.12,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-70.0,60.0,0.0286,28.59,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0440,43.95,100,4
sta6,1,-74.0,60.0,0.0395,39.46,100,1,-71.0,72.2222222222,0.0360,36.01,100,1,-76.0,53.3333333333,0.0414,41.44,100,1,-76.0,35.0,0.0540,54.01,100,4
sta7,1,-73.0,60.0,0.0362,36.23,960,1,-71.0,72.2222222222,0.0362,36.15,960,1,-77.0,53.3333333333,0.0446,44.64,960,1,-77.0,35.0,0.0543,54.27,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-75.0,72.2222222222,0.0466,46.56,880,1,-66.0,40.0,0.0190,19.02,880,1,-77.0,45.0,0.0554,55.38,880,3
sta9,1,-71.0,46.6666666667,0.0309,30.93,100,1,-69.0,72.2222222222,0.0300,30.01,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta10,1,-69.0,46.6666666667,0.0254,25.37,880,1,-75.0,72.2222222222,0.0471,47.05,880,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0502,50.19,880,1
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0313,31.26,880,1,-74.0,40.0,0.0344,34.37,880,0,-100.0,100.0,1.0,100,1000,3
sta12,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0303,30.28,960,1,-70.0,40.0,0.0265,26.47,960,0,-100.0,100.0,1.0,100,1000,3
sta13,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-72.0,53.3333333333,0.0315,31.48,880,1,-73.0,35.0,0.0406,40.63,880,4
sta14,1,-68.0,46.6666666667,0.0251,25.11,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0526,52.63,100,1
sta15,1,-67.0,46.6666666667,0.0226,22.6,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-68.0,40.0,0.0221,22.07,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,1,-65.0,61.1111111111,0.0226,22.65,100,1,-73.0,53.3333333333,0.0334,33.39,100,0,-100.0,100.0,1.0,100,1000,2
sta19,1,-74.0,60.0,0.0371,37.1,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-72.0,35.0,0.0378,37.79,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-55.0,61.1111111111,0.0105,10.54,880,1,-75.0,53.3333333333,0.0395,39.46,880,0,-100.0,100.0,1.0,100,1000,2
sta22,1,-74.0,60.0,0.0377,37.74,880,1,-61.0,61.1111111111,0.0171,17.1,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,0,-100.0,100.0,1.0,100,1000,1,-64.0,61.1111111111,0.0214,21.43,880,1,-71.0,53.3333333333,0.0291,29.11,880,0,-100.0,100.0,1.0,100,1000,2
sta1,0,-100.0,100.0,1.0,100,1000,1,-72.0,72.2222222222,0.0386,38.6,100,1,-74.0,53.3333333333,0.0364,36.43,100,1,-76.0,35.0,0.0519,51.87,100,4
sta2,0,-100.0,100.0,1.0,100,1000,1,-65.0,61.1111111111,0.0224,22.4,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0417,41.7,880,1,-66.0,40.0,0.0185,18.51,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-60.0,61.1111111111,0.0156,15.64,960,1,-75.0,53.3333333333,0.0397,39.74,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-70.0,60.0,0.0287,28.69,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0440,44.0,100,4
sta6,1,-74.0,60.0,0.0394,39.35,100,1,-71.0,72.2222222222,0.0352,35.21,100,1,-76.0,53.3333333333,0.0413,41.33,100,1,-77.0,35.0,0.0548,54.81,100,4
sta7,1,-73.0,60.0,0.0360,35.96,960,1,-71.0,72.2222222222,0.0360,35.97,960,1,-77.0,53.3333333333,0.0449,44.85,960,1,-77.0,35.0,0.0545,54.5,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-75.0,72.2222222222,0.0468,46.83,880,1,-66.0,40.0,0.0186,18.56,880,1,-77.0,45.0,0.0556,55.62,880,3
sta9,1,-71.0,46.6666666667,0.0297,29.7,100,1,-70.0,72.2222222222,0.0318,31.81,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta10,1,-68.0,46.6666666667,0.0235,23.46,880,1,-75.0,72.2222222222,0.0466,46.57,880,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0519,51.87,880,1
sta11,0,-100.0,100.0,1.0,100,1000,1,-70.0,72.2222222222,0.0327,32.66,880,1,-73.0,40.0,0.0328,32.84,880,0,-100.0,100.0,1.0,100,1000,3
sta12,0,-100.0,100.0,1.0,100,1000,1,-68.0,72.2222222222,0.0285,28.54,960,1,-71.0,40.0,0.0281,28.12,960,0,-100.0,100.0,1.0,100,1000,3
sta13,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-73.0,53.3333333333,0.0334,33.39,880,1,-72.0,35.0,0.0387,38.72,880,4
sta14,1,-69.0,46.6666666667,0.0264,26.38,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0507,50.72,100,1
sta15,1,-67.0,46.6666666667,0.0230,23.0,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-69.0,40.0,0.0240,23.96,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,1,-65.0,61.1111111111,0.0216,21.61,100,1,-73.0,53.3333333333,0.0328,32.79,100,0,-100.0,100.0,1.0,100,1000,2
sta19,1,-74.0,60.0,0.0382,38.19,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-72.0,35.0,0.0378,37.77,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-56.0,61.1111111111,0.0108,10.83,880,1,-75.0,53.3333333333,0.0395,39.46,880,0,-100.0,100.0,1.0,100,1000,2
sta22,1,-74.0,60.0,0.0397,39.66,880,1,-61.0,61.1111111111,0.0160,15.97,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,0,-100.0,100.0,1.0,100,1000,1,-63.0,61.1111111111,0.0195,19.53,880,1,-72.0,53.3333333333,0.0310,31.01,880,0,-100.0,100.0,1.0,100,1000,2
sta1,0,-100.0,100.0,1.0,100,1000,1,-72.0,72.2222222222,0.0384,38.42,100,1,-74.0,53.3333333333,0.0361,36.08,100,1,-76.0,35.0,0.0521,52.11,100,4
sta2,0,-100.0,100.0,1.0,100,1000,1,-65.0,61.1111111111,0.0229,22.94,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0414,41.37,880,1,-66.0,40.0,0.0190,18.97,880,0,-100.0,100.0,1.0,100,1000,3
sta4,1,-76.0,60.0,0.0449,44.94,960,1,-60.0,61.1111111111,0.0154,15.43,960,1,-76.0,53.3333333333,0.0404,40.35,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-70.0,60.0,0.0288,28.8,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0440,44.05,100,4
sta6,1,-74.0,60.0,0.0393,39.25,100,1,-71.0,72.2222222222,0.0344,34.41,100,1,-76.0,53.3333333333,0.0412,41.24,100,1,-77.0,35.0,0.0556,55.61,100,4
sta7,1,-73.0,60.0,0.0357,35.69,960,1,-71.0,72.2222222222,0.0358,35.79,960,0,-100.0,100.0,1.0,100,1000,1,-77.0,35.0,0.0547,54.72,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-75.0,72.2222222222,0.0471,47.12,880,1,-65.0,40.0,0.0181,18.11,880,1,-77.0,45.0,0.0559,55.86,880,3
sta9,1,-71.0,46.6666666667,0.0309,30.93,100,1,-69.0,72.2222222222,0.0300,30.01,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta10,1,-67.0,46.6666666667,0.0216,21.56,880,1,-74.0,72.2222222222,0.0462,46.16,880,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0536,53.56,880,1
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0314,31.4,880,1,-73.0,40.0,0.0317,31.69,880,0,-100.0,100.0,1.0,100,1000,3
sta12,0,-100.0,100.0,1.0,100,1000,1,-68.0,72.2222222222,0.0278,27.75,960,1,-71.0,40.0,0.0272,27.2,960,0,-100.0,100.0,1.0,100,1000,3
sta13,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-73.0,53.3333333333,0.0336,33.6,880,1,-72.0,35.0,0.0386,38.58,880,4
sta14,1,-70.0,46.6666666667,0.0278,27.81,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0507,50.65,100,1
sta15,1,-68.0,46.6666666667,0.0249,24.86,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-69.0,40.0,0.0237,23.69,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,1,-64.0,61.1111111111,0.0207,20.7,100,1,-73.0,53.3333333333,0.0323,32.28,100,0,-100.0,100.0,1.0,100,1000,2
sta19,1,-74.0,60.0,0.0398,39.76,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-71.0,35.0,0.0358,35.85,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-55.0,61.1111111111,0.0105,10.54,880,1,-75.0,53.3333333333,0.0395,39.46,880,0,-100.0,100.0,1.0,100,1000,2
sta22,1,-74.0,60.0,0.0397,39.67,880,1,-59.0,61.1111111111,0.0144,14.4,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,0,-100.0,100.0,1.0,100,1000,1,-63.0,61.1111111111,0.0193,19.33,880,1,-72.0,53.3333333333,0.0308,30.79,880,0,-100.0,100.0,1.0,100,1000,2
sta1,0,-100.0,100.0,1.0,100,1000,1,-72.0,72.2222222222,0.0382,38.23,100,1,-74.0,53.3333333333,0.0357,35.73,100,1,-76.0,35.0,0.0524,52.37,100,4
sta2,0,-100.0,100.0,1.0,100,1000,1,-66.0,61.1111111111,0.0235,23.47,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0411,41.06,880,1,-66.0,40.0,0.0194,19.43,880,0,-100.0,100.0,1.0,100,1000,3
sta4,1,-76.0,60.0,0.0444,44.38,960,1,-60.0,61.1111111111,0.0153,15.27,960,1,-76.0,53.3333333333,0.0410,40.96,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-70.0,60.0,0.0289,28.91,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0441,44.11,100,4
sta6,1,-74.0,60.0,0.0392,39.17,100,1,-70.0,72.2222222222,0.0336,33.61,100,1,-76.0,53.3333333333,0.0412,41.16,100,1,-77.0,35.0,0.0564,56.41,100,4
sta7,1,-73.0,60.0,0.0354,35.41,960,1,-71.0,72.2222222222,0.0356,35.62,960,0,-100.0,100.0,1.0,100,1000,1,-77.0,35.0,0.0550,54.96,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-75.0,72.2222222222,0.0474,47.41,880,1,-65.0,40.0,0.0177,17.66,880,1,-77.0,45.0,0.0561,56.1,880,3
sta9,1,-72.0,46.6666666667,0.0322,32.23,100,1,-68.0,72.2222222222,0.0282,28.23,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta10,1,-65.0,46.6666666667,0.0197,19.66,880,1,-74.0,72.2222222222,0.0458,45.83,880,0,-100.0,100.0,1.0,100,1000,1,-77.0,45.0,0.0553,55.27,880,1
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0300,29.95,880,1,-73.0,40.0,0.0333,33.27,880,0,-100.0,100.0,1.0,100,1000,3
sta12,0,-100.0,100.0,1.0,100,1000,1,-67.0,72.2222222222,0.0260,25.98,960,1,-71.0,40.0,0.0289,28.93,960,0,-100.0,100.0,1.0,100,1000,3
sta13,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-73.0,53.3333333333,0.0334,33.39,880,1,-72.0,35.0,0.0387,38.72,880,4
sta14,1,-69.0,46.6666666667,0.0264,26.38,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0507,50.72,100,1
sta15,1,-68.0,46.6666666667,0.0245,24.49,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
