station,associatedTo,time,battery,rssi,x,y,z
sta1,ap3,1573578861209,99.5,[-68.0],109.849759966,155.198257442,0.0
sta1,ap3,1573578861566,99.5,[-68.0],109.461557539,155.692284032,0.0
sta1,ap3,1573578861919,99.5,[-68.0],109.061062775,156.176399039,0.0
sta1,ap3,1573578862273,99.5,[-69.0],108.648528636,156.650296686,0.0
sta1,ap3,1573578862624,99.5,[-69.0],108.224215686,157.113677648,0.0
sta1,ap3,1573578862974,99.5,[-69.0],107.78839193,157.566249245,0.0
sta1,ap3,1573578863336,99.5,[-69.0],107.341332645,158.007725622,0.0
sta1,ap2,1573578863730,99.4,[-70.0],106.883320203,158.437827934,0.0
sta1,ap2,1573578864084,99.4,[-67.0],106.414643894,158.856284518,0.0
sta1,ap2,1573578864437,99.4,[-67.0],105.935599744,159.262831069,0.0
sta1,ap2,1573578864800,99.4,[-66.0],105.446490327,159.657210803,0.0
sta1,ap2,1573578865162,99.4,[-66.0],104.947624576,160.039174622,0.0
sta1,ap2,1573578865546,99.4,[-66.0],104.439317586,160.408481268,0.0
sta1,ap2,1573578865894,99.4,[-65.0],103.921890412,160.76489748,0.0
sta1,ap2,1573578866244,99.4,[-65.0],103.395669874,161.108198138,0.0
sta1,ap2,1573578866596,99.4,[-65.0],102.860988345,161.438166405,0.0
sta1,ap2,1573578866951,99.4,[-64.0],102.318183539,161.754593867,0.0
sta1,ap2,1573578867325,99.4,[-64.0],101.767598304,162.057280661,0.0
sta1,ap2,1573578867677,99.4,[-64.0],101.209580402,162.346035604,0.0
sta1,ap2,1573578868025,99.4,[-63.0],100.644482289,162.620676312,0.0
sta1,ap2,1573578868386,99.4,[-63.0],100.072660893,162.881029316,0.0
sta1,ap2,1573578868744,99.4,[-63.0],99.494477388,163.126930171,0.0
sta1,ap2,1573578869094,99.4,[-62.0],98.9102969678,163.358223561,0.0
sta1,ap2,1573578869444,99.4,[-62.0],98.3204886131,163.574763397,0.0
sta1,ap2,1573578869852,99.4,[-62.0],97.7254248594,163.776412907,0.0
sta1,ap2,1573578870203,99.4,[-62.0],97.1254815617,163.963044725,0.0
sta1,ap2,1573578870558,99.4,[-61.0],96.5210376572,164.134540971,0.0
sta1,ap2,1573578870910,99.4,[-61.0],95.9124749256,164.290793323,0.0
sta1,ap2,1573578871262,99.4,[-61.0],95.3001777481,164.431703089,0.0
sta1,ap2,1573578871673,99.4,[-61.0],94.6845328646,164.557181268,0.0
sta1,ap2,1573578872023,99.4,[-60.0],94.0659291299,164.667148605,0.0
sta1,ap2,1573578872374,99.4,[-60.0],93.4447572671,164.761535642,0.0
sta1,ap2,1573578872724,99.4,[-60.0],92.8214096218,164.840282763,0.0
sta1,ap2,1573578873075,99.4,[-60.0],92.1962799138,164.903340229,0.0
sta1,ap2,1573578873430,99.4,[-60.0],91.5697629882,164.950668211,0.0
sta1,ap2,1573578873783,99.4,[-60.0],90.9422545667,164.982236816,0.0
sta1,ap2,1573578874169,99.4,[-60.0],90.3141509971,164.998026105,0.0
sta1,ap2,1573578874525,99.4,[-60.0],89.6858490029,164.998026105,0.0
sta1,ap2,1573578874894,99.4,[-60.0],89.0577454333,164.982236816,0.0
sta1,ap2,1573578875251,99.4,[-60.0],88.4302370118,164.950668211,0.0
sta1,ap2,1573578875605,99.4,[-60.0],87.8037200862,164.903340229,0.0
sta1,ap2,1573578875964,99.4,[-60.0],87.1785903782,164.840282763,0.0
sta1,ap2,1573578876314,99.4,[-61.0],86.5552427329,164.761535642,0.0
sta1,ap2,1573578876668,99.4,[-61.0],85.9340708701,164.667148605,0.0
sta1,ap2,1573578877019,99.4,[-61.0],85.3154671354,164.557181268,0.0
sta1,ap2,1573578877370,99.4,[-61.0],84.6998222519,164.431703089,0.0
sta1,ap2,1573578877719,99.4,[-62.0],84.0875250744,164.290793323,0.0
sta1,ap2,1573578878068,99.4,[-62.0],83.4789623428,164.134540971,0.0
sta1,ap2,1573578878444,99.4,[-62.0],82.8745184382,163.963044725,0.0
sta1,ap2,1573578878796,99.4,[-62.0],82.2745751406,163.776412907,0.0
sta1,ap2,1573578879146,99.4,[-63.0],81.6795113869,163.574763397,0.0
sta1,ap2,1573578879498,99.4,[-63.0],81.0897030322,163.358223561,0.0
sta1,ap2,1573578879855,99.4,[-63.0],80.505522612,163.126930171,0.0
sta1,ap2,1573578880206,99.4,[-64.0],79.9273391072,162.881029316,0.0
sta1,ap2,1573578880557,99.4,[-64.0],79.3555177109,162.620676312,0.0
sta1,ap2,1573578880923,99.4,[-64.0],78.7904195977,162.346035604,0.0
sta1,ap2,1573578881274,99.4,[-65.0],78.2324016959,162.057280661,0.0
sta1,ap2,1573578881624,99.4,[-65.0],77.6818164613,161.754593867,0.0
sta1,ap2,1573578881975,99.4,[-65.0],77.1390116555,161.438166405,0.0
sta1,ap2,1573578882325,99.4,[-66.0],76.6043301255,161.108198138,0.0
sta1,ap2,1573578882702,99.4,[-66.0],76.0781095878,160.76489748,0.0
sta1,ap2,1573578883056,99.4,[-66.0],75.5606824144,160.408481268,0.0
sta1,ap2,1573578883406,99.4,[-67.0],75.0523754236,160.039174622,0.0
sta1,ap2,1573578883757,99.4,[-67.0],74.5535096727,159.657210803,0.0
sta1,ap1,1573578884134,99.3,[-67.0],74.0644002563,159.262831069,0.0
sta1,ap1,1573578884500,99.3,[-68.0],73.5853561062,158.856284518,0.0
sta1,ap1,1573578884857,99.3,[-68.0],73.116679797,158.437827934,0.0
